Test angle: 60
Node_A_151 coordinates: initialX | initialY | initialZ 
75.0000 | 0.0000 | 0.0000 | 
Node_B_1051 coordinates: initialX | initialY | initialZ 
-75.0000 | 0.0000 | 0.0000 | 
Node_C_606 coordinates: initialX | initialY | initialZ 
0.0000 | 5.0000 | 0.0000 | 
Node_D_1256 coordinates: initialX | initialY | initialZ 
0.0000 | -5.0000 | 0.0000 | 
  UA1  |  UA2  |  UA3 | UB1 | UB2 | UB3 | UC1 | UC2 | UC3 | UD1 | UD2 | UD3 
0.3799 | -0.0031 | -0.0000 | 0.0873 | -0.0032 | -0.0000 | 0.2336 | -0.0062 | -0.0000 | 0.2336 | -0.0002 | 0.0000 | 
0.4240 | -0.0031 | 0.0000 | 0.0941 | -0.0032 | 0.0000 | 0.2590 | -0.0065 | 0.0000 | 0.2591 | 0.0001 | 0.0000 | 
0.4899 | -0.0032 | 0.0000 | 0.1046 | -0.0033 | 0.0000 | 0.2972 | -0.0070 | 0.0000 | 0.2973 | 0.0005 | -0.0000 | 
0.5678 | -0.0032 | -0.0000 | 0.1172 | -0.0034 | -0.0000 | 0.3424 | -0.0075 | 0.0000 | 0.3426 | 0.0010 | -0.0000 | 
0.6456 | -0.0032 | -0.0000 | 0.1298 | -0.0034 | 0.0000 | 0.3876 | -0.0081 | 0.0000 | 0.3878 | 0.0015 | -0.0000 | 
0.7233 | -0.0032 | 0.0000 | 0.1427 | -0.0034 | 0.0000 | 0.4329 | -0.0086 | 0.0000 | 0.4331 | 0.0020 | -0.0000 | 
0.8009 | -0.0033 | -0.0000 | 0.1556 | -0.0035 | 0.0000 | 0.4781 | -0.0093 | 0.0000 | 0.4784 | 0.0024 | -0.0000 | 
0.8784 | -0.0034 | -0.0000 | 0.1686 | -0.0035 | -0.0000 | 0.5234 | -0.0097 | 0.0000 | 0.5237 | 0.0029 | -0.0000 | 
0.9559 | -0.0034 | 0.0000 | 0.1817 | -0.0035 | -0.0000 | 0.5686 | -0.0103 | 0.0000 | 0.5690 | 0.0034 | -0.0000 | 
1.0333 | -0.0035 | 0.0000 | 0.1948 | -0.0036 | -0.0000 | 0.6138 | -0.0109 | 0.0000 | 0.6142 | 0.0038 | -0.0000 | 
1.1107 | -0.0036 | 0.0000 | 0.2080 | -0.0035 | -0.0000 | 0.6591 | -0.0114 | 0.0000 | 0.6595 | 0.0044 | -0.0000 | 
1.1880 | -0.0036 | 0.0000 | 0.2212 | -0.0035 | -0.0000 | 0.7044 | -0.0120 | 0.0000 | 0.7048 | 0.0048 | -0.0000 | 
1.2652 | -0.0038 | -0.0000 | 0.2344 | -0.0035 | 0.0000 | 0.7496 | -0.0125 | 0.0000 | 0.7500 | 0.0053 | -0.0000 | 
1.3425 | -0.0038 | 0.0000 | 0.2477 | -0.0035 | -0.0000 | 0.7948 | -0.0131 | 0.0000 | 0.7953 | 0.0058 | -0.0000 | 
1.4197 | -0.0039 | -0.0000 | 0.2610 | -0.0034 | 0.0000 | 0.8401 | -0.0135 | 0.0000 | 0.8406 | 0.0063 | -0.0000 | 
1.4969 | -0.0039 | -0.0000 | 0.2743 | -0.0034 | 0.0000 | 0.8853 | -0.0141 | 0.0000 | 0.8859 | 0.0068 | -0.0000 | 
1.5740 | -0.0041 | -0.0000 | 0.2877 | -0.0034 | 0.0000 | 0.9305 | -0.0147 | 0.0000 | 0.9311 | 0.0072 | -0.0000 | 
1.6511 | -0.0042 | -0.0000 | 0.3010 | -0.0034 | -0.0000 | 0.9758 | -0.0153 | 0.0000 | 0.9764 | 0.0076 | -0.0000 | 
1.7282 | -0.0042 | 0.0000 | 0.3145 | -0.0034 | -0.0000 | 1.0210 | -0.0157 | 0.0000 | 1.0217 | 0.0082 | -0.0000 | 
1.8053 | -0.0043 | -0.0000 | 0.3279 | -0.0033 | -0.0000 | 1.0663 | -0.0162 | 0.0000 | 1.0670 | 0.0087 | -0.0000 | 
1.8824 | -0.0044 | 0.0000 | 0.3414 | -0.0032 | 0.0000 | 1.1115 | -0.0168 | 0.0000 | 1.1122 | 0.0092 | -0.0000 | 
1.9595 | -0.0045 | 0.0000 | 0.3548 | -0.0033 | -0.0000 | 1.1568 | -0.0173 | 0.0000 | 1.1575 | 0.0096 | -0.0000 | 
2.0365 | -0.0046 | -0.0000 | 0.3683 | -0.0032 | 0.0000 | 1.2020 | -0.0179 | 0.0000 | 1.2028 | 0.0100 | -0.0000 | 
2.1135 | -0.0047 | 0.0000 | 0.3817 | -0.0032 | -0.0000 | 1.2472 | -0.0184 | 0.0000 | 1.2480 | 0.0105 | -0.0000 | 
2.1905 | -0.0048 | -0.0000 | 0.3953 | -0.0031 | 0.0000 | 1.2925 | -0.0189 | 0.0000 | 1.2933 | 0.0110 | -0.0000 | 
2.2675 | -0.0048 | -0.0000 | 0.4088 | -0.0030 | 0.0000 | 1.3377 | -0.0194 | 0.0000 | 1.3386 | 0.0115 | -0.0000 | 
2.3445 | -0.0049 | 0.0000 | 0.4223 | -0.0030 | -0.0000 | 1.3830 | -0.0199 | 0.0000 | 1.3839 | 0.0120 | -0.0000 | 
2.4215 | -0.0051 | 0.0000 | 0.4359 | -0.0030 | 0.0000 | 1.4282 | -0.0205 | 0.0000 | 1.4291 | 0.0125 | -0.0000 | 
2.4985 | -0.0052 | -0.0000 | 0.4494 | -0.0029 | -0.0000 | 1.4735 | -0.0210 | 0.0000 | 1.4744 | 0.0129 | -0.0000 | 
2.5754 | -0.0053 | -0.0000 | 0.4629 | -0.0029 | 0.0000 | 1.5187 | -0.0216 | 0.0000 | 1.5197 | 0.0134 | -0.0000 | 
2.6524 | -0.0054 | 0.0000 | 0.4765 | -0.0029 | -0.0000 | 1.5639 | -0.0221 | 0.0000 | 1.5649 | 0.0138 | -0.0000 | 
2.7293 | -0.0054 | -0.0000 | 0.4901 | -0.0028 | 0.0000 | 1.6092 | -0.0226 | 0.0000 | 1.6102 | 0.0144 | -0.0000 | 
2.8063 | -0.0055 | -0.0000 | 0.5037 | -0.0027 | -0.0000 | 1.6544 | -0.0231 | 0.0000 | 1.6555 | 0.0149 | -0.0000 | 
2.8832 | -0.0056 | -0.0000 | 0.5173 | -0.0027 | 0.0000 | 1.6997 | -0.0236 | 0.0000 | 1.7008 | 0.0153 | -0.0000 | 
2.9601 | -0.0057 | -0.0000 | 0.5309 | -0.0026 | -0.0000 | 1.7449 | -0.0241 | 0.0000 | 1.7460 | 0.0158 | -0.0000 | 
3.0370 | -0.0058 | -0.0000 | 0.5445 | -0.0025 | -0.0000 | 1.7902 | -0.0246 | 0.0000 | 1.7913 | 0.0163 | -0.0000 | 
3.1139 | -0.0059 | -0.0000 | 0.5580 | -0.0025 | -0.0000 | 1.8354 | -0.0252 | 0.0000 | 1.8366 | 0.0167 | -0.0000 | 
3.1908 | -0.0060 | -0.0000 | 0.5717 | -0.0025 | -0.0000 | 1.8806 | -0.0257 | 0.0000 | 1.8818 | 0.0172 | -0.0000 | 
3.2677 | -0.0061 | 0.0000 | 0.5853 | -0.0024 | -0.0000 | 1.9259 | -0.0262 | 0.0000 | 1.9271 | 0.0177 | -0.0000 | 
3.3446 | -0.0062 | 0.0000 | 0.5989 | -0.0024 | 0.0000 | 1.9711 | -0.0268 | 0.0000 | 1.9724 | 0.0181 | -0.0000 | 
3.4215 | -0.0063 | -0.0000 | 0.6125 | -0.0023 | -0.0000 | 2.0164 | -0.0272 | 0.0000 | 2.0176 | 0.0186 | -0.0000 | 
3.4984 | -0.0064 | 0.0000 | 0.6261 | -0.0022 | 0.0000 | 2.0616 | -0.0277 | 0.0000 | 2.0629 | 0.0191 | -0.0000 | 
3.5753 | -0.0065 | 0.0000 | 0.6398 | -0.0021 | -0.0000 | 2.1069 | -0.0282 | 0.0000 | 2.1082 | 0.0196 | -0.0000 | 
3.6522 | -0.0065 | 0.0000 | 0.6534 | -0.0021 | 0.0000 | 2.1521 | -0.0287 | 0.0000 | 2.1535 | 0.0201 | -0.0000 | 
3.7291 | -0.0067 | -0.0000 | 0.6671 | -0.0020 | 0.0000 | 2.1974 | -0.0293 | 0.0000 | 2.1988 | 0.0206 | -0.0000 | 
3.8059 | -0.0068 | 0.0000 | 0.6807 | -0.0020 | -0.0000 | 2.2426 | -0.0298 | 0.0000 | 2.2440 | 0.0210 | -0.0000 | 
3.8828 | -0.0069 | -0.0000 | 0.6943 | -0.0019 | 0.0000 | 2.2879 | -0.0303 | 0.0000 | 2.2893 | 0.0215 | -0.0000 | 
3.9597 | -0.0070 | -0.0000 | 0.7080 | -0.0018 | -0.0000 | 2.3331 | -0.0308 | 0.0000 | 2.3345 | 0.0220 | -0.0000 | 
4.0365 | -0.0071 | -0.0000 | 0.7216 | -0.0018 | 0.0000 | 2.3783 | -0.0313 | 0.0000 | 2.3798 | 0.0224 | -0.0000 | 
4.1134 | -0.0072 | -0.0000 | 0.7352 | -0.0018 | -0.0000 | 2.4236 | -0.0318 | 0.0000 | 2.4251 | 0.0229 | -0.0000 | 
4.1903 | -0.0073 | -0.0000 | 0.7489 | -0.0017 | 0.0000 | 2.4688 | -0.0324 | 0.0000 | 2.4703 | 0.0233 | -0.0000 | 
4.2671 | -0.0074 | -0.0000 | 0.7625 | -0.0017 | 0.0000 | 2.5141 | -0.0329 | 0.0000 | 2.5156 | 0.0238 | -0.0000 | 
4.3440 | -0.0075 | 0.0000 | 0.7762 | -0.0016 | 0.0000 | 2.5593 | -0.0334 | 0.0000 | 2.5609 | 0.0243 | -0.0000 | 
4.4209 | -0.0075 | -0.0000 | 0.7899 | -0.0015 | -0.0000 | 2.6046 | -0.0338 | 0.0000 | 2.6062 | 0.0248 | -0.0000 | 
4.4977 | -0.0076 | -0.0000 | 0.8035 | -0.0014 | -0.0000 | 2.6498 | -0.0343 | 0.0000 | 2.6515 | 0.0253 | -0.0000 | 
4.5746 | -0.0077 | -0.0000 | 0.8172 | -0.0014 | -0.0000 | 2.6950 | -0.0348 | 0.0000 | 2.6967 | 0.0258 | -0.0000 | 
4.6514 | -0.0078 | -0.0000 | 0.8309 | -0.0013 | 0.0000 | 2.7403 | -0.0353 | 0.0000 | 2.7420 | 0.0262 | -0.0000 | 
4.7283 | -0.0079 | 0.0000 | 0.8445 | -0.0013 | -0.0000 | 2.7855 | -0.0359 | 0.0000 | 2.7873 | 0.0267 | -0.0000 | 
4.8051 | -0.0080 | 0.0000 | 0.8582 | -0.0012 | -0.0000 | 2.8308 | -0.0364 | 0.0000 | 2.8325 | 0.0272 | -0.0000 | 
4.8820 | -0.0081 | -0.0000 | 0.8718 | -0.0011 | -0.0000 | 2.8760 | -0.0369 | 0.0000 | 2.8778 | 0.0276 | -0.0000 | 
4.9588 | -0.0082 | 0.0000 | 0.8855 | -0.0011 | -0.0000 | 2.9212 | -0.0374 | 0.0000 | 2.9231 | 0.0281 | -0.0000 | 
5.0357 | -0.0083 | 0.0000 | 0.8991 | -0.0010 | 0.0000 | 2.9665 | -0.0379 | 0.0000 | 2.9683 | 0.0286 | -0.0000 | 
5.1125 | -0.0084 | -0.0000 | 0.9128 | -0.0009 | -0.0000 | 3.0117 | -0.0384 | 0.0000 | 3.0136 | 0.0291 | -0.0000 | 
5.1894 | -0.0085 | 0.0000 | 0.9264 | -0.0009 | -0.0000 | 3.0570 | -0.0389 | 0.0000 | 3.0589 | 0.0295 | -0.0000 | 
5.2662 | -0.0086 | 0.0000 | 0.9401 | -0.0009 | -0.0000 | 3.1022 | -0.0394 | 0.0000 | 3.1041 | 0.0300 | -0.0000 | 
5.3431 | -0.0086 | 0.0000 | 0.9538 | -0.0008 | -0.0000 | 3.1475 | -0.0399 | 0.0000 | 3.1494 | 0.0305 | -0.0000 | 
5.4200 | -0.0087 | -0.0000 | 0.9674 | -0.0007 | 0.0000 | 3.1927 | -0.0404 | 0.0000 | 3.1947 | 0.0309 | -0.0000 | 
5.4968 | -0.0088 | -0.0000 | 0.9811 | -0.0007 | -0.0000 | 3.2380 | -0.0409 | 0.0000 | 3.2400 | 0.0314 | -0.0000 | 
5.5737 | -0.0089 | 0.0000 | 0.9948 | -0.0006 | 0.0000 | 3.2832 | -0.0414 | 0.0000 | 3.2853 | 0.0319 | -0.0000 | 
5.6505 | -0.0090 | 0.0000 | 1.0084 | -0.0005 | -0.0000 | 3.3284 | -0.0419 | 0.0000 | 3.3305 | 0.0324 | -0.0000 | 
5.7274 | -0.0090 | -0.0000 | 1.0221 | -0.0004 | -0.0000 | 3.3737 | -0.0424 | 0.0000 | 3.3758 | 0.0329 | -0.0000 | 
5.8042 | -0.0091 | -0.0000 | 1.0358 | -0.0004 | 0.0000 | 3.4189 | -0.0429 | 0.0000 | 3.4211 | 0.0333 | -0.0000 | 
5.8811 | -0.0092 | 0.0000 | 1.0494 | -0.0003 | -0.0000 | 3.4642 | -0.0434 | 0.0000 | 3.4663 | 0.0338 | -0.0000 | 
5.9579 | -0.0093 | 0.0000 | 1.0631 | -0.0003 | -0.0000 | 3.5094 | -0.0439 | 0.0000 | 3.5116 | 0.0343 | -0.0000 | 
6.0348 | -0.0094 | 0.0000 | 1.0768 | -0.0002 | -0.0000 | 3.5547 | -0.0444 | 0.0000 | 3.5569 | 0.0347 | -0.0000 | 
6.1116 | -0.0095 | 0.0000 | 1.0904 | -0.0002 | -0.0000 | 3.5999 | -0.0449 | 0.0000 | 3.6021 | 0.0352 | -0.0000 | 
6.1885 | -0.0096 | 0.0000 | 1.1041 | -0.0001 | -0.0000 | 3.6451 | -0.0454 | 0.0000 | 3.6474 | 0.0356 | -0.0000 | 
6.2653 | -0.0097 | -0.0000 | 1.1177 | -0.0001 | -0.0000 | 3.6904 | -0.0459 | 0.0000 | 3.6927 | 0.0361 | -0.0000 | 
6.3422 | -0.0098 | 0.0000 | 1.1314 | 0.0000 | -0.0000 | 3.7356 | -0.0464 | 0.0000 | 3.7379 | 0.0366 | -0.0000 | 
6.4191 | -0.0099 | 0.0000 | 1.1450 | 0.0001 | -0.0000 | 3.7809 | -0.0469 | 0.0000 | 3.7832 | 0.0371 | -0.0000 | 
6.4959 | -0.0099 | 0.0000 | 1.1587 | 0.0001 | -0.0000 | 3.8261 | -0.0474 | 0.0000 | 3.8285 | 0.0376 | -0.0000 | 
6.5728 | -0.0100 | -0.0000 | 1.1723 | 0.0002 | -0.0000 | 3.8713 | -0.0478 | 0.0000 | 3.8738 | 0.0380 | -0.0000 | 
6.6497 | -0.0101 | 0.0000 | 1.1859 | 0.0002 | 0.0000 | 3.9166 | -0.0483 | 0.0000 | 3.9190 | 0.0385 | -0.0000 | 
6.7265 | -0.0102 | 0.0000 | 1.1996 | 0.0003 | 0.0000 | 3.9618 | -0.0488 | 0.0000 | 3.9643 | 0.0390 | -0.0000 | 
6.8034 | -0.0103 | 0.0000 | 1.2133 | 0.0003 | -0.0000 | 4.0071 | -0.0493 | 0.0000 | 4.0096 | 0.0394 | -0.0000 | 
6.8803 | -0.0104 | -0.0000 | 1.2269 | 0.0004 | -0.0000 | 4.0523 | -0.0498 | 0.0000 | 4.0549 | 0.0399 | -0.0000 | 
6.9571 | -0.0104 | 0.0000 | 1.2406 | 0.0005 | -0.0000 | 4.0976 | -0.0503 | 0.0000 | 4.1001 | 0.0404 | -0.0000 | 
7.0340 | -0.0105 | 0.0000 | 1.2542 | 0.0005 | -0.0000 | 4.1428 | -0.0508 | 0.0000 | 4.1454 | 0.0408 | -0.0000 | 
7.1109 | -0.0106 | -0.0000 | 1.2679 | 0.0006 | 0.0000 | 4.1881 | -0.0513 | 0.0000 | 4.1907 | 0.0413 | -0.0000 | 
7.1877 | -0.0106 | -0.0000 | 1.2815 | 0.0007 | 0.0000 | 4.2333 | -0.0518 | 0.0000 | 4.2360 | 0.0418 | -0.0000 | 
7.2646 | -0.0107 | 0.0000 | 1.2952 | 0.0007 | -0.0000 | 4.2785 | -0.0523 | 0.0000 | 4.2812 | 0.0423 | -0.0000 | 
7.3415 | -0.0108 | -0.0000 | 1.3088 | 0.0008 | 0.0000 | 4.3238 | -0.0528 | 0.0000 | 4.3265 | 0.0427 | -0.0000 | 
7.4184 | -0.0109 | -0.0000 | 1.3224 | 0.0009 | -0.0000 | 4.3690 | -0.0532 | 0.0000 | 4.3718 | 0.0432 | -0.0000 | 
7.4952 | -0.0110 | 0.0000 | 1.3361 | 0.0009 | 0.0000 | 4.4143 | -0.0537 | 0.0000 | 4.4170 | 0.0437 | -0.0000 | 
7.5721 | -0.0111 | -0.0000 | 1.3497 | 0.0010 | 0.0000 | 4.4595 | -0.0542 | 0.0000 | 4.4623 | 0.0441 | -0.0000 | 
7.6490 | -0.0112 | -0.0000 | 1.3633 | 0.0010 | -0.0000 | 4.5047 | -0.0547 | 0.0000 | 4.5076 | 0.0446 | -0.0000 | 
7.7259 | -0.0112 | -0.0000 | 1.3770 | 0.0011 | 0.0000 | 4.5500 | -0.0552 | 0.0000 | 4.5528 | 0.0450 | -0.0000 | 
7.8028 | -0.0113 | -0.0000 | 1.3906 | 0.0011 | -0.0000 | 4.5952 | -0.0557 | 0.0000 | 4.5981 | 0.0455 | -0.0000 | 
7.8796 | -0.0114 | -0.0000 | 1.4042 | 0.0011 | 0.0000 | 4.6405 | -0.0562 | 0.0000 | 4.6434 | 0.0460 | -0.0000 | 
7.9565 | -0.0115 | -0.0000 | 1.4178 | 0.0012 | 0.0000 | 4.6857 | -0.0567 | 0.0000 | 4.6887 | 0.0464 | -0.0000 | 
8.0334 | -0.0116 | -0.0000 | 1.4315 | 0.0013 | 0.0000 | 4.7310 | -0.0572 | 0.0000 | 4.7339 | 0.0469 | -0.0000 | 
8.1103 | -0.0116 | -0.0000 | 1.4451 | 0.0013 | 0.0000 | 4.7762 | -0.0577 | 0.0000 | 4.7792 | 0.0474 | -0.0000 | 
8.1872 | -0.0117 | -0.0000 | 1.4587 | 0.0014 | -0.0000 | 4.8214 | -0.0582 | 0.0000 | 4.8245 | 0.0479 | -0.0000 | 
8.2641 | -0.0118 | -0.0000 | 1.4723 | 0.0015 | 0.0000 | 4.8667 | -0.0586 | 0.0000 | 4.8697 | 0.0483 | -0.0000 | 
8.3410 | -0.0118 | -0.0000 | 1.4859 | 0.0015 | 0.0000 | 4.9119 | -0.0591 | 0.0000 | 4.9150 | 0.0488 | -0.0000 | 
8.4179 | -0.0119 | -0.0000 | 1.4995 | 0.0016 | 0.0000 | 4.9572 | -0.0596 | 0.0000 | 4.9603 | 0.0493 | -0.0000 | 
8.4948 | -0.0120 | -0.0000 | 1.5131 | 0.0016 | -0.0000 | 5.0024 | -0.0601 | 0.0000 | 5.0056 | 0.0497 | -0.0000 | 
8.5717 | -0.0121 | -0.0000 | 1.5268 | 0.0017 | 0.0000 | 5.0476 | -0.0606 | 0.0000 | 5.0508 | 0.0502 | -0.0000 | 
8.6486 | -0.0121 | -0.0000 | 1.5404 | 0.0017 | -0.0000 | 5.0929 | -0.0611 | 0.0000 | 5.0961 | 0.0507 | -0.0000 | 
8.7255 | -0.0122 | -0.0000 | 1.5540 | 0.0018 | -0.0000 | 5.1381 | -0.0616 | 0.0000 | 5.1414 | 0.0511 | -0.0000 | 
8.8025 | -0.0123 | 0.0000 | 1.5676 | 0.0018 | 0.0000 | 5.1834 | -0.0620 | 0.0000 | 5.1867 | 0.0516 | -0.0000 | 
8.8794 | -0.0123 | -0.0000 | 1.5812 | 0.0019 | 0.0000 | 5.2286 | -0.0625 | 0.0000 | 5.2319 | 0.0521 | -0.0000 | 
8.9563 | -0.0124 | -0.0000 | 1.5948 | 0.0020 | -0.0000 | 5.2739 | -0.0630 | 0.0000 | 5.2772 | 0.0525 | -0.0000 | 
9.0332 | -0.0125 | -0.0000 | 1.6084 | 0.0020 | -0.0000 | 5.3191 | -0.0635 | 0.0000 | 5.3225 | 0.0530 | -0.0000 | 
9.1101 | -0.0126 | -0.0000 | 1.6220 | 0.0021 | 0.0000 | 5.3644 | -0.0640 | 0.0000 | 5.3677 | 0.0535 | -0.0000 | 
9.1870 | -0.0126 | -0.0000 | 1.6356 | 0.0021 | -0.0000 | 5.4096 | -0.0645 | 0.0000 | 5.4130 | 0.0539 | -0.0000 | 
9.2639 | -0.0127 | -0.0000 | 1.6492 | 0.0022 | -0.0000 | 5.4548 | -0.0649 | 0.0000 | 5.4583 | 0.0544 | -0.0000 | 
9.3408 | -0.0128 | -0.0000 | 1.6628 | 0.0022 | -0.0000 | 5.5001 | -0.0654 | 0.0000 | 5.5036 | 0.0549 | -0.0000 | 
9.4178 | -0.0129 | -0.0000 | 1.6764 | 0.0023 | -0.0000 | 5.5453 | -0.0659 | 0.0000 | 5.5488 | 0.0553 | -0.0000 | 
9.4947 | -0.0129 | -0.0000 | 1.6900 | 0.0023 | -0.0000 | 5.5906 | -0.0664 | 0.0000 | 5.5941 | 0.0558 | -0.0000 | 
9.5716 | -0.0130 | -0.0000 | 1.7035 | 0.0024 | -0.0000 | 5.6358 | -0.0669 | 0.0000 | 5.6394 | 0.0563 | -0.0000 | 
9.6486 | -0.0131 | -0.0000 | 1.7171 | 0.0024 | -0.0000 | 5.6810 | -0.0674 | 0.0000 | 5.6846 | 0.0567 | -0.0000 | 
9.7255 | -0.0132 | -0.0000 | 1.7307 | 0.0025 | -0.0000 | 5.7263 | -0.0679 | 0.0000 | 5.7299 | 0.0572 | -0.0000 | 
9.8024 | -0.0132 | -0.0000 | 1.7443 | 0.0025 | -0.0000 | 5.7715 | -0.0683 | 0.0000 | 5.7752 | 0.0576 | -0.0000 | 
9.8794 | -0.0133 | -0.0000 | 1.7578 | 0.0026 | -0.0000 | 5.8168 | -0.0688 | 0.0000 | 5.8205 | 0.0581 | -0.0000 | 
9.9563 | -0.0134 | -0.0000 | 1.7714 | 0.0026 | -0.0000 | 5.8620 | -0.0693 | 0.0000 | 5.8657 | 0.0586 | -0.0000 | 
10.0333 | -0.0134 | -0.0000 | 1.7850 | 0.0027 | -0.0000 | 5.9072 | -0.0698 | 0.0000 | 5.9110 | 0.0590 | -0.0000 | 
10.1102 | -0.0135 | -0.0000 | 1.7985 | 0.0027 | -0.0000 | 5.9525 | -0.0703 | 0.0000 | 5.9563 | 0.0595 | -0.0000 | 
10.1872 | -0.0136 | -0.0000 | 1.8121 | 0.0028 | -0.0000 | 5.9977 | -0.0708 | 0.0000 | 6.0015 | 0.0599 | -0.0000 | 
10.2641 | -0.0136 | -0.0000 | 1.8257 | 0.0028 | -0.0000 | 6.0430 | -0.0712 | 0.0000 | 6.0468 | 0.0604 | -0.0000 | 
10.3411 | -0.0137 | -0.0000 | 1.8392 | 0.0029 | -0.0000 | 6.0882 | -0.0717 | 0.0000 | 6.0921 | 0.0609 | -0.0000 | 
10.4180 | -0.0137 | -0.0000 | 1.8528 | 0.0029 | -0.0000 | 6.1335 | -0.0722 | 0.0000 | 6.1374 | 0.0614 | -0.0000 | 
10.4950 | -0.0138 | -0.0000 | 1.8663 | 0.0030 | -0.0000 | 6.1787 | -0.0727 | 0.0000 | 6.1826 | 0.0618 | -0.0000 | 
10.5720 | -0.0139 | 0.0000 | 1.8799 | 0.0030 | -0.0000 | 6.2239 | -0.0731 | 0.0000 | 6.2279 | 0.0623 | -0.0000 | 
10.6489 | -0.0139 | 0.0000 | 1.8934 | 0.0031 | -0.0000 | 6.2692 | -0.0736 | -0.0000 | 6.2732 | 0.0628 | 0.0000 | 
10.7259 | -0.0140 | -0.0000 | 1.9070 | 0.0031 | 0.0000 | 6.3144 | -0.0741 | 0.0000 | 6.3184 | 0.0632 | -0.0000 | 
10.8029 | -0.0141 | -0.0000 | 1.9205 | 0.0032 | 0.0000 | 6.3597 | -0.0746 | 0.0000 | 6.3637 | 0.0637 | -0.0000 | 
10.8798 | -0.0141 | -0.0000 | 1.9340 | 0.0032 | -0.0000 | 6.4049 | -0.0750 | 0.0000 | 6.4090 | 0.0641 | -0.0000 | 
10.9568 | -0.0142 | 0.0000 | 1.9476 | 0.0033 | -0.0000 | 6.4501 | -0.0755 | 0.0000 | 6.4543 | 0.0646 | -0.0000 | 
11.0338 | -0.0143 | 0.0000 | 1.9611 | 0.0033 | 0.0000 | 6.4954 | -0.0760 | -0.0000 | 6.4995 | 0.0651 | 0.0000 | 
11.1108 | -0.0143 | -0.0000 | 1.9747 | 0.0034 | 0.0000 | 6.5406 | -0.0765 | 0.0000 | 6.5448 | 0.0655 | -0.0000 | 
11.1878 | -0.0144 | -0.0000 | 1.9882 | 0.0035 | 0.0000 | 6.5859 | -0.0769 | 0.0000 | 6.5901 | 0.0660 | -0.0000 | 
