Test angle: 0
Mesh element_496 : S11 | S22 | S33 | S12 | E11 | E22 | E33 | 2*E12 | EPbar 
0.000 | 0.000 | 0.000 | 0.000 | 0.0000 |0.0000 |0.0000 |0.0000 |0.0000 |
0.503 | -0.000 | 0.000 | -0.000 | 0.0000 |-0.0000 |0.0000 |-0.0000 |0.0000 |
1.005 | -0.000 | 0.000 | -0.000 | 0.0000 |-0.0000 |0.0000 |-0.0000 |0.0000 |
1.759 | -0.000 | 0.000 | -0.000 | 0.0000 |-0.0000 |0.0000 |-0.0000 |0.0000 |
2.891 | -0.000 | 0.000 | -0.000 | 0.0000 |-0.0000 |0.0000 |-0.0000 |0.0000 |
4.587 | -0.000 | 0.000 | -0.000 | 0.0001 |-0.0000 |0.0000 |-0.0000 |0.0000 |
7.132 | -0.000 | 0.000 | -0.000 | 0.0001 |-0.0000 |0.0000 |-0.0000 |0.0000 |
10.949 | -0.000 | 0.000 | -0.000 | 0.0002 |-0.0001 |0.0000 |-0.0000 |0.0000 |
16.675 | -0.000 | 0.000 | -0.000 | 0.0002 |-0.0001 |0.0000 |-0.0000 |0.0000 |
25.262 | -0.000 | 0.000 | -0.000 | 0.0004 |-0.0001 |0.0000 |-0.0000 |0.0000 |
38.142 | -0.000 | 0.000 | -0.000 | 0.0005 |-0.0002 |0.0000 |-0.0000 |0.0000 |
57.458 | -0.000 | 0.000 | -0.000 | 0.0008 |-0.0003 |0.0000 |-0.0000 |0.0000 |
82.576 | -0.000 | 0.000 | -0.000 | 0.0012 |-0.0004 |0.0000 |-0.0000 |0.0000 |
107.683 | -0.000 | 0.000 | -0.000 | 0.0015 |-0.0005 |0.0000 |-0.0000 |0.0000 |
114.319 | -0.000 | 0.000 | -0.000 | 0.0020 |-0.0007 |0.0000 |-0.0000 |0.0003 |
116.193 | -0.000 | 0.000 | -0.000 | 0.0024 |-0.0008 |0.0000 |-0.0000 |0.0007 |
117.983 | -0.000 | 0.000 | -0.000 | 0.0028 |-0.0010 |0.0000 |-0.0000 |0.0012 |
119.701 | -0.000 | 0.000 | -0.000 | 0.0033 |-0.0011 |0.0000 |-0.0000 |0.0016 |
121.356 | -0.000 | 0.000 | -0.000 | 0.0037 |-0.0013 |0.0000 |-0.0000 |0.0020 |
122.954 | -0.000 | 0.000 | -0.000 | 0.0041 |-0.0014 |0.0000 |-0.0000 |0.0024 |
124.500 | -0.000 | 0.000 | -0.000 | 0.0046 |-0.0015 |0.0000 |-0.0000 |0.0028 |
125.999 | -0.000 | 0.000 | -0.000 | 0.0050 |-0.0017 |0.0000 |-0.0000 |0.0032 |
127.453 | -0.000 | 0.000 | -0.000 | 0.0054 |-0.0018 |0.0000 |-0.0000 |0.0036 |
128.867 | -0.000 | 0.000 | -0.000 | 0.0058 |-0.0020 |0.0000 |-0.0000 |0.0040 |
130.243 | -0.000 | 0.000 | -0.000 | 0.0063 |-0.0021 |0.0000 |-0.0000 |0.0044 |
131.583 | -0.000 | 0.000 | -0.000 | 0.0067 |-0.0023 |0.0000 |-0.0000 |0.0048 |
132.890 | -0.000 | 0.000 | -0.000 | 0.0071 |-0.0024 |0.0000 |-0.0000 |0.0052 |
134.165 | -0.000 | 0.000 | -0.000 | 0.0075 |-0.0026 |0.0000 |-0.0000 |0.0056 |
135.411 | -0.000 | 0.000 | -0.000 | 0.0079 |-0.0027 |0.0000 |-0.0000 |0.0060 |
136.629 | -0.000 | 0.000 | -0.000 | 0.0084 |-0.0029 |0.0000 |-0.0000 |0.0064 |
137.820 | -0.000 | 0.000 | -0.000 | 0.0088 |-0.0030 |0.0000 |-0.0000 |0.0068 |
138.986 | -0.000 | 0.000 | -0.000 | 0.0092 |-0.0031 |0.0000 |-0.0000 |0.0072 |
140.128 | -0.000 | 0.000 | -0.000 | 0.0096 |-0.0033 |0.0000 |-0.0000 |0.0076 |
141.248 | 0.000 | 0.000 | -0.000 | 0.0100 |-0.0034 |0.0000 |-0.0000 |0.0080 |
142.346 | -0.000 | 0.000 | -0.000 | 0.0104 |-0.0036 |0.0000 |-0.0000 |0.0084 |
143.423 | 0.000 | 0.000 | -0.000 | 0.0109 |-0.0037 |0.0000 |-0.0000 |0.0088 |
144.480 | -0.000 | 0.000 | -0.000 | 0.0113 |-0.0039 |0.0000 |-0.0000 |0.0092 |
145.519 | -0.000 | 0.000 | -0.000 | 0.0117 |-0.0040 |0.0000 |-0.0000 |0.0096 |
146.540 | 0.000 | 0.000 | -0.000 | 0.0121 |-0.0041 |0.0000 |-0.0000 |0.0100 |
147.543 | -0.000 | 0.000 | -0.000 | 0.0125 |-0.0043 |0.0000 |-0.0000 |0.0104 |
148.529 | 0.000 | 0.000 | -0.000 | 0.0129 |-0.0044 |0.0000 |-0.0000 |0.0108 |
149.500 | 0.000 | 0.000 | -0.000 | 0.0134 |-0.0046 |0.0000 |-0.0000 |0.0112 |
150.455 | -0.000 | 0.000 | -0.000 | 0.0138 |-0.0047 |0.0000 |-0.0000 |0.0116 |
151.395 | 0.000 | 0.000 | -0.000 | 0.0142 |-0.0049 |0.0000 |-0.0000 |0.0120 |
152.321 | -0.000 | 0.000 | -0.000 | 0.0146 |-0.0050 |0.0000 |-0.0000 |0.0124 |
153.233 | -0.000 | 0.000 | -0.000 | 0.0150 |-0.0051 |0.0000 |-0.0000 |0.0128 |
154.132 | 0.000 | 0.000 | -0.000 | 0.0154 |-0.0053 |0.0000 |-0.0000 |0.0132 |
155.017 | 0.000 | 0.000 | -0.000 | 0.0158 |-0.0054 |0.0000 |-0.0000 |0.0136 |
155.891 | -0.000 | 0.000 | -0.000 | 0.0162 |-0.0056 |0.0000 |-0.0000 |0.0140 |
156.753 | 0.000 | 0.000 | -0.000 | 0.0167 |-0.0057 |0.0000 |-0.0000 |0.0144 |
157.603 | -0.000 | 0.000 | -0.000 | 0.0171 |-0.0059 |0.0000 |-0.0000 |0.0148 |
158.441 | -0.000 | 0.000 | -0.000 | 0.0175 |-0.0060 |0.0000 |-0.0000 |0.0152 |
159.269 | -0.000 | 0.000 | -0.000 | 0.0179 |-0.0061 |0.0000 |-0.0000 |0.0156 |
160.086 | 0.000 | 0.000 | -0.000 | 0.0183 |-0.0063 |0.0000 |-0.0000 |0.0160 |
160.892 | 0.000 | 0.000 | -0.000 | 0.0187 |-0.0064 |0.0000 |-0.0000 |0.0164 |
161.689 | 0.000 | 0.000 | -0.000 | 0.0191 |-0.0066 |0.0000 |-0.0000 |0.0168 |
162.477 | 0.000 | 0.000 | -0.000 | 0.0195 |-0.0067 |0.0000 |-0.0000 |0.0172 |
163.255 | 0.000 | 0.000 | -0.000 | 0.0200 |-0.0068 |0.0000 |-0.0000 |0.0176 |
164.023 | 0.000 | 0.000 | -0.000 | 0.0204 |-0.0070 |0.0000 |-0.0000 |0.0180 |
164.783 | 0.000 | 0.000 | -0.000 | 0.0208 |-0.0071 |0.0000 |-0.0000 |0.0184 |
165.534 | 0.000 | 0.000 | -0.000 | 0.0212 |-0.0073 |0.0000 |-0.0000 |0.0188 |
166.277 | -0.000 | 0.000 | -0.000 | 0.0216 |-0.0074 |0.0000 |-0.0000 |0.0192 |
167.011 | 0.000 | 0.000 | -0.000 | 0.0220 |-0.0075 |0.0000 |-0.0000 |0.0196 |
167.738 | 0.000 | 0.000 | -0.000 | 0.0224 |-0.0077 |0.0000 |-0.0000 |0.0200 |
168.456 | -0.000 | 0.000 | -0.000 | 0.0228 |-0.0078 |0.0000 |-0.0000 |0.0204 |
169.167 | -0.000 | 0.000 | -0.000 | 0.0232 |-0.0080 |0.0000 |-0.0000 |0.0208 |
169.871 | -0.000 | 0.000 | -0.000 | 0.0236 |-0.0081 |0.0000 |-0.0000 |0.0212 |
170.568 | 0.000 | 0.000 | -0.000 | 0.0240 |-0.0083 |0.0000 |-0.0000 |0.0216 |
171.257 | -0.000 | 0.000 | -0.000 | 0.0245 |-0.0084 |0.0000 |-0.0000 |0.0220 |
171.940 | -0.000 | 0.000 | -0.000 | 0.0249 |-0.0085 |0.0000 |-0.0000 |0.0224 |
172.616 | 0.000 | 0.000 | -0.000 | 0.0253 |-0.0087 |0.0000 |-0.0000 |0.0228 |
173.285 | 0.000 | 0.000 | -0.000 | 0.0257 |-0.0088 |0.0000 |-0.0000 |0.0232 |
173.948 | 0.000 | 0.000 | -0.000 | 0.0261 |-0.0090 |0.0000 |-0.0000 |0.0236 |
174.604 | 0.000 | 0.000 | -0.000 | 0.0265 |-0.0091 |0.0000 |-0.0000 |0.0240 |
175.254 | 0.000 | 0.000 | -0.000 | 0.0269 |-0.0092 |0.0000 |-0.0000 |0.0244 |
175.899 | -0.000 | 0.000 | -0.000 | 0.0273 |-0.0094 |0.0000 |-0.0000 |0.0248 |
176.537 | -0.000 | 0.000 | -0.000 | 0.0277 |-0.0095 |0.0000 |-0.0000 |0.0252 |
177.170 | -0.000 | 0.000 | -0.000 | 0.0281 |-0.0097 |0.0000 |-0.0000 |0.0256 |
177.797 | -0.000 | 0.000 | -0.000 | 0.0285 |-0.0098 |0.0000 |-0.0000 |0.0260 |
178.419 | 0.000 | 0.000 | -0.000 | 0.0289 |-0.0099 |0.0000 |-0.0000 |0.0264 |
179.035 | -0.000 | 0.000 | -0.000 | 0.0293 |-0.0101 |0.0000 |-0.0000 |0.0268 |
179.646 | 0.000 | 0.000 | -0.000 | 0.0298 |-0.0102 |0.0000 |-0.0000 |0.0272 |
180.252 | 0.000 | 0.000 | -0.000 | 0.0302 |-0.0104 |0.0000 |-0.0000 |0.0276 |
180.853 | -0.000 | 0.000 | -0.000 | 0.0306 |-0.0105 |0.0000 |-0.0000 |0.0280 |
181.448 | 0.000 | 0.000 | -0.000 | 0.0310 |-0.0106 |0.0000 |-0.0000 |0.0284 |
182.039 | 0.000 | 0.000 | -0.000 | 0.0314 |-0.0108 |0.0000 |-0.0000 |0.0288 |
182.625 | -0.000 | 0.000 | -0.000 | 0.0318 |-0.0109 |0.0000 |-0.0000 |0.0292 |
183.206 | 0.000 | 0.000 | -0.000 | 0.0322 |-0.0111 |0.0000 |-0.0000 |0.0296 |
183.782 | 0.000 | 0.000 | -0.000 | 0.0326 |-0.0112 |0.0000 |-0.0000 |0.0300 |
184.354 | -0.000 | 0.000 | -0.000 | 0.0330 |-0.0113 |0.0000 |-0.0000 |0.0304 |
184.922 | -0.000 | 0.000 | -0.000 | 0.0334 |-0.0115 |0.0000 |-0.0000 |0.0308 |
185.485 | -0.000 | 0.000 | -0.000 | 0.0338 |-0.0116 |0.0000 |-0.0000 |0.0312 |
186.044 | -0.000 | 0.000 | -0.000 | 0.0342 |-0.0118 |0.0000 |-0.0000 |0.0316 |
186.599 | -0.000 | 0.000 | -0.000 | 0.0346 |-0.0119 |0.0000 |-0.0000 |0.0319 |
187.150 | -0.000 | 0.000 | -0.000 | 0.0350 |-0.0120 |0.0000 |-0.0000 |0.0323 |
187.696 | -0.000 | 0.000 | -0.000 | 0.0354 |-0.0122 |0.0000 |-0.0000 |0.0327 |
188.239 | 0.000 | 0.000 | -0.000 | 0.0358 |-0.0123 |0.0000 |-0.0000 |0.0331 |
188.777 | -0.000 | 0.000 | -0.000 | 0.0362 |-0.0124 |0.0000 |-0.0000 |0.0335 |
189.312 | -0.000 | 0.000 | -0.000 | 0.0366 |-0.0126 |0.0000 |-0.0000 |0.0339 |
189.843 | -0.000 | 0.000 | -0.000 | 0.0370 |-0.0127 |0.0000 |-0.0000 |0.0343 |
190.370 | -0.000 | 0.000 | -0.000 | 0.0374 |-0.0129 |0.0000 |-0.0000 |0.0347 |
190.894 | 0.000 | 0.000 | -0.000 | 0.0378 |-0.0130 |0.0000 |-0.0000 |0.0351 |
191.414 | 0.000 | 0.000 | -0.000 | 0.0382 |-0.0131 |0.0000 |-0.0000 |0.0355 |
191.930 | 0.000 | 0.000 | -0.000 | 0.0387 |-0.0133 |0.0000 |-0.0000 |0.0359 |
192.443 | 0.000 | 0.000 | -0.000 | 0.0391 |-0.0134 |0.0000 |-0.0000 |0.0363 |
192.952 | 0.000 | 0.000 | -0.000 | 0.0395 |-0.0136 |0.0000 |-0.0000 |0.0367 |
193.458 | -0.000 | 0.000 | -0.000 | 0.0399 |-0.0137 |0.0000 |-0.0000 |0.0371 |
193.961 | -0.000 | 0.000 | -0.000 | 0.0403 |-0.0138 |0.0000 |-0.0000 |0.0375 |
194.460 | -0.000 | 0.000 | -0.000 | 0.0407 |-0.0140 |0.0000 |-0.0000 |0.0379 |
194.956 | -0.000 | 0.000 | -0.000 | 0.0411 |-0.0141 |0.0000 |-0.0000 |0.0383 |
195.449 | -0.000 | 0.000 | -0.000 | 0.0415 |-0.0143 |0.0000 |-0.0000 |0.0387 |
195.939 | 0.000 | 0.000 | -0.000 | 0.0419 |-0.0144 |0.0000 |-0.0000 |0.0391 |
196.425 | -0.000 | 0.000 | -0.000 | 0.0423 |-0.0145 |0.0000 |-0.0000 |0.0395 |
196.909 | 0.000 | 0.000 | -0.000 | 0.0427 |-0.0147 |0.0000 |-0.0000 |0.0399 |
197.389 | -0.000 | 0.000 | -0.000 | 0.0431 |-0.0148 |0.0000 |-0.0000 |0.0403 |
197.867 | -0.000 | 0.000 | -0.000 | 0.0435 |-0.0149 |0.0000 |-0.0000 |0.0406 |
198.342 | -0.000 | 0.000 | -0.000 | 0.0439 |-0.0151 |0.0000 |-0.0000 |0.0410 |
198.814 | -0.000 | 0.000 | -0.000 | 0.0443 |-0.0152 |0.0000 |-0.0000 |0.0414 |
