(0.9995786547660828, {-0.33145034313201904}, 0.02070513367652893)
(0.9857540726661682, {-0.29311418533325195}, 0.38320431113243103)
(0.954120397567749, {-0.2203935980796814}, 0.6469549536705017)
(0.9157493114471436, {-0.14548403024673462}, 0.8268811702728271)
(0.8727517127990723, {-0.07649756222963333}, 0.9605100154876709)
(0.8235530257225037, {-0.00948403961956501}, 1.0693155527114868)
(0.7667922377586365, {0.06143353506922722}, 1.1597331762313843)
(0.701179027557373, {0.1404796540737152}, 1.2324981689453125)
(0.6242101192474365, {0.2298693060874939}, 1.2877278327941895)
(0.5322717428207397, {0.3306329846382141}, 1.3245983123779297)
(0.4237975776195526, {0.4420502185821533}, 1.3386573791503906)
(0.30513855814933777, {0.5579335689544678}, 1.3229202032089233)
(0.1916978806257248, {0.6654993295669556}, 1.2762037515640259)
(0.09744629263877869, {0.7531717419624329}, 1.208504319190979)
(0.024824388325214386, {0.8179604411125183}, 1.1340235471725464)
(-0.03363976627588272, {0.8640871047973633}, 1.061283826828003)
(-0.0895233079791069, {0.8988005518913269}, 0.9877878427505493)
(-0.15530873835086823, {0.9301320314407349}, 0.8943076133728027)
(-0.24010595679283142, {0.9646199345588684}, 0.7344412207603455)
(-0.3323723375797272, {0.9998022317886353}, 0.4397006630897522)
(-0.3770567774772644, {1.0164732933044434}, 0.0032105594873428345)
